DATAFLOW,LAST UPDATE,freq,currency,estruct,ecase,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person with two children earning 67% of the average earning,2018,2047.12,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person with two children earning 67% of the average earning,2019,2011.5,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person with two children earning 67% of the average earning,2020,2079.2,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person with two children earning 67% of the average earning,2021,2197.8,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 100% of the average earning,2018,3051.19,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 100% of the average earning,2019,3003.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 100% of the average earning,2020,3099.73,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 100% of the average earning,2021,3281.92,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 125% of the average earning,2018,3441.12,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 125% of the average earning,2019,3437.5,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 125% of the average earning,2020,3595.68,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 125% of the average earning,2021,3794.41,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 167% of the average earning,2018,3441.12,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 167% of the average earning,2019,3437.5,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 167% of the average earning,2020,3595.68,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 167% of the average earning,2021,3794.41,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 50% of the average earning,2018,1530.47,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 50% of the average earning,2019,1501.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 50% of the average earning,2020,1545.09,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 50% of the average earning,2021,1645.89,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 67% of the average earning,2018,2047.12,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 67% of the average earning,2019,2011.5,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 67% of the average earning,2020,2079.2,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 67% of the average earning,2021,2197.8,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 80% of the average earning,2018,2446.8,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 80% of the average earning,2019,2408.14,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 80% of the average earning,2020,2479.78,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Social Security,Single person without children earning 80% of the average earning,2021,2631.45,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,One-earner couple with two children earning 100% of the average earning,2018,7890.39,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,One-earner couple with two children earning 100% of the average earning,2019,7544.83,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,One-earner couple with two children earning 100% of the average earning,2020,7805.87,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,One-earner couple with two children earning 100% of the average earning,2021,8172.28,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, both earning 100% of the average earning",2018,15780.78,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, both earning 100% of the average earning",2019,15089.67,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, both earning 100% of the average earning",2020,15611.74,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, both earning 100% of the average earning",2021,16344.55,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2018,9203.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2019,8714.24,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2020,9020.01,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2021,9519.76,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2018,12396.69,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2019,11791.94,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2020,12199.95,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2021,12525.4,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, both earning 100% of the average earning",2018,15780.78,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, both earning 100% of the average earning",2019,15089.67,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, both earning 100% of the average earning",2020,15611.74,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, both earning 100% of the average earning",2021,16344.55,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2018,9203.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2019,8714.24,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2020,9020.01,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2021,9519.76,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person with two children earning 67% of the average earning,2018,4506.3,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person with two children earning 67% of the average earning,2019,4247.1,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person with two children earning 67% of the average earning,2020,4394.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person with two children earning 67% of the average earning,2021,4353.13,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 100% of the average earning,2018,7890.39,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 100% of the average earning,2019,7544.83,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 100% of the average earning,2020,7805.87,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 100% of the average earning,2021,8172.28,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 125% of the average earning,2018,12772.58,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 125% of the average earning,2019,11786.18,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 125% of the average earning,2020,11971.62,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 125% of the average earning,2021,12619.23,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 167% of the average earning,2018,23057.91,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 167% of the average earning,2019,21842.65,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 167% of the average earning,2020,22075.19,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 167% of the average earning,2021,23368.16,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 50% of the average earning,2018,2904.67,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 50% of the average earning,2019,2707.97,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 50% of the average earning,2020,2807.3,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 50% of the average earning,2021,2661.8,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 67% of the average earning,2018,4506.3,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 67% of the average earning,2019,4247.1,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 67% of the average earning,2020,4394.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 67% of the average earning,2021,4353.13,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 80% of the average earning,2018,5726.68,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 80% of the average earning,2019,5419.82,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 80% of the average earning,2020,5612.31,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Taxes,Single person without children earning 80% of the average earning,2021,5704.82,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,One-earner couple with two children earning 100% of the average earning,2018,63382.33,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,One-earner couple with two children earning 100% of the average earning,2019,62484.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,One-earner couple with two children earning 100% of the average earning,2020,64248.53,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,One-earner couple with two children earning 100% of the average earning,2021,67956.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, both earning 100% of the average earning",2018,120720.78,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, both earning 100% of the average earning",2019,118962.9,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, both earning 100% of the average earning",2020,122431.14,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, both earning 100% of the average earning",2021,129644.9,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2018,82303.97,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2019,81122.36,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2020,83448.74,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2021,89454.25,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2018,101799.06,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2019,100325.07,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2020,103230.83,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2021,109287.73,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, both earning 100% of the average earning",2018,114676.9,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, both earning 100% of the average earning",2019,112956.72,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, both earning 100% of the average earning",2020,116365.21,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, both earning 100% of the average earning",2021,123376.73,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2018,76260.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2019,75116.18,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2020,77382.82,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2021,83186.08,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person with two children earning 67% of the average earning,2018,44460.6,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person with two children earning 67% of the average earning,2019,43846.72,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person with two children earning 67% of the average earning,2020,45048.23,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person with two children earning 67% of the average earning,2021,47599.36,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 100% of the average earning,2018,57338.45,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 100% of the average earning,2019,56478.36,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 100% of the average earning,2020,58182.61,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 100% of the average earning,2021,61688.37,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 125% of the average earning,2018,71673.01,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 125% of the average earning,2019,70597.97,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 125% of the average earning,2020,72728.28,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 125% of the average earning,2021,77110.53,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 167% of the average earning,2018,95755.17,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 167% of the average earning,2019,94318.9,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 167% of the average earning,2020,97164.91,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 167% of the average earning,2021,103019.65,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 50% of the average earning,2018,28669.22,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 50% of the average earning,2019,28239.13,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 50% of the average earning,2020,29091.26,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 50% of the average earning,2021,30844.13,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 67% of the average earning,2018,38416.72,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 67% of the average earning,2019,37840.54,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 67% of the average earning,2020,38982.3,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 67% of the average earning,2021,41331.19,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 80% of the average earning,2018,45870.68,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 80% of the average earning,2019,45182.65,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 80% of the average earning,2020,46546.03,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,Euro,Total,Single person without children earning 80% of the average earning,2021,49350.69,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,One-earner couple with two children earning 100% of the average earning,2018,31000.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,One-earner couple with two children earning 100% of the average earning,2019,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,One-earner couple with two children earning 100% of the average earning,2020,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,One-earner couple with two children earning 100% of the average earning,2021,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, both earning 100% of the average earning",2018,31000.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, both earning 100% of the average earning",2019,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, both earning 100% of the average earning",2020,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, both earning 100% of the average earning",2021,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2018,31000.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2019,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2020,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 33% of the average earning",2021,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2018,31000.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2019,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2020,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple with two children, one earning 100% and the other 67% of the average earning",2021,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, both earning 100% of the average earning",2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,"Two-earner couple without children, one earning 100% and the other 33% of the average earning",2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person with two children earning 67% of the average earning,2018,31000.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person with two children earning 67% of the average earning,2019,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person with two children earning 67% of the average earning,2020,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person with two children earning 67% of the average earning,2021,31800.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 100% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 100% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 100% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 100% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 125% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 125% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 125% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 125% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 167% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 167% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 167% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 167% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 50% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 50% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 50% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 50% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 67% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 67% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 67% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 67% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 80% of the average earning,2018,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 80% of the average earning,2019,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 80% of the average earning,2020,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Family allowances,Single person without children earning 80% of the average earning,2021,0.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Gross earning,One-earner couple with two children earning 100% of the average earning,2018,447569.0,,
ESTAT:EARN_NT_NET(1.0),29/04/25 23:00:00,Annual,National currency,Gross earning,One-earner couple with two children earning 100% of the average earning,2019,455072.0,,
